lesson_id,module_id,stage_id,cefr_band,module_title,lesson_title,status,lesson_primary_outcome,lesson_secondary_outcome,grammar_function_primary,grammar_function_secondary,new_vocab_core,new_chunks_core,review_vocab_required,targets,lesson_quiz_focus,prereq_lessons,notes
M15-L007,M15,S4,B2,Formal Requests and Administrative Thai,Public Services and Queues,draft,"Learner can handle ticketing, counters, queues, and public-office service steps.",Learner can recycle recent vocabulary while using service-step navigation in short controlled output.,queue and counter language,service-step navigation,บัตรคิว = queue ticket; เคาน์เตอร์ = counter; คิวถัดไป = next in line; รอเรียก = wait to be called; ขั้นตอน = step / procedure; รับบัตร = collect a ticket; ยื่นคำขอ = submit a request; ตรวจเอกสาร = check documents; สำเร็จเรียบร้อย = completed successfully,รับบัตรคิวก่อน = take a queue ticket first; รอเรียกคิว = wait to be called; ยื่นคำขอที่เคาน์เตอร์นี้ = submit the request at this counter,ระยะเวลา = duration; ยกเลิกสัญญา = terminate the contract; ซ่อมบำรุง = maintenance; รั่ว = leak; ไฟดับ = power outage; นัดช่าง = schedule a technician,Read queue and counter instructions in Thai.|Recognize service-step language in public offices.|Navigate a public-service process more independently.|,"Queue, counter, and procedure language.",,Integration lesson. Push recall with slightly longer turns and lighter support. spaced-review: ขั้นตอน
M15-L008,M15,S4,B2,Formal Requests and Administrative Thai,"Appointments, Follow-Ups, and Confirmation",draft,"Learner can confirm documents, follow-ups, and next actions in formal settings.",Learner can recycle recent vocabulary while using next-step confirmation in short controlled output.,follow-up language,next-step confirmation,นัดติดตามผล = follow-up appointment; ยืนยันอีกครั้ง = confirm once more; เอกสารครบ = documents complete; ยังขาด = still missing; นัดรับ = appointment to collect; แจ้งให้ทราบ = inform you; ภายหลัง = later / afterward; พร้อมดำเนินการ = ready to proceed; ติดต่อภายหลัง = contact later,เอกสารยังขาดอะไรอีกไหม = is anything still missing?; พร้อมดำเนินการแล้ว = ready to proceed now; นัดติดตามผลวันไหน = what day is the follow-up appointment?,ไฟดับ = power outage; นัดช่าง = schedule a technician; บัตรคิว = queue ticket; เคาน์เตอร์ = counter; คิวถัดไป = next in line; รอเรียก = wait to be called,"Read formal follow-up and completion-status language.|Recognize whether a case is complete, missing something, or pending.|Confirm next steps in a bureaucratic interaction.|",Follow-up and next-step confirmation language.,,"Listening lesson. Focus on recognition in connected, more natural speech."
M15-L009,M15,S4,B2,Formal Requests and Administrative Thai,Formal Admin Scenario,draft,"Learner can handle a full administrative scenario involving forms, requests, rules, and follow-up.",Learner can recycle recent vocabulary while using register control in short controlled output.,integrated formal-service performance,register control,หน่วยงาน = agency / office; เจ้าหน้าที่รับเรื่อง = case officer; เอกสารแนบ = attached documents; หลักเกณฑ์ = criteria; พิจารณา = consider; อนุมัติ = approve; ไม่อนุมัติ = not approve; ติดต่อประสานงาน = coordinate; สำรองนัด = reserve an appointment,ขอให้เจ้าหน้าที่พิจารณา = please have the officer consider this; เอกสารแนบตามนี้ = the attached documents are as follows; ติดต่อประสานงานเพิ่มเติม = coordinate further,คิวถัดไป = next in line; รอเรียก = wait to be called; นัดติดตามผล = follow-up appointment; ยืนยันอีกครั้ง = confirm once more; เอกสารครบ = documents complete; ยังขาด = still missing,Read integrated administrative vocabulary in a full scenario prompt.|Follow a longer formal-service exchange with documents and next steps.|Perform a full formal admin interaction with stable register control.|,Integrated administrative scenario performance.,,Scenario production lesson. Require active use under realistic constraints.
M15-L010,M15,S4,B2,Formal Requests and Administrative Thai,Module 15 Recap and Quiz,draft,Learner can consolidate formal requests and administrative Thai before moving into media and digital Thai.,Learner can recycle recent vocabulary while using document and procedure retrieval in short controlled output.,mixed formal review,document and procedure retrieval,แบบฟอร์ม = form; คำร้อง = formal request / petition; ขั้นตอนถัดไป = next step; เอกสารไม่ครบ = incomplete documents; คำแนะนำ = guidance / recommendation; ระเบียบ = regulation; รอตรวจสอบ = pending review; ยืนยันข้อมูล = confirm the information; ดำเนินการต่อ = continue the process,ตรวจว่าเอกสารครบไหม = check whether the documents are complete; ยืนยันข้อมูลอีกครั้ง = confirm the information again; ดำเนินการต่ออย่างไร = how do I continue the process?,เอกสารครบ = documents complete; ยังขาด = still missing; หน่วยงาน = agency / office; เจ้าหน้าที่รับเรื่อง = case officer; เอกสารแนบ = attached documents; หลักเกณฑ์ = criteria,"Read mixed formal prompts involving forms, documents, and rules.|Recognize key administrative language from lessons 1-9.|Complete short formal-service tasks before the module quiz.|","Module-wide review of formal requests, documents, and procedures.",,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards."
M16-L001,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Texting Style and Online Shortcuts,draft,"Learner can understand common texting style, omitted words, and casual digital shorthand.",Learner can recycle recent vocabulary while using context recovery in short controlled output.,chat shorthand,context recovery,จ้า = friendly particle; เด้อ = regional-friendly particle; 555 = Thai texting laughter; เดี๋ยวค่อยคุย = talk later; โอเคนะ = okay?; ละกัน = then / in that case; อะ = softening casual particle; นะจ๊ะ = friendly soft ending; ทัก = message / text someone,"ไว้ค่อยคุยนะ = let's talk later, okay; ทักมาได้ = you can message me; โอเคละกัน = okay then",นัดติดตามผล = follow-up appointment; ยืนยันอีกครั้ง = confirm once more; หน่วยงาน = agency / office; เจ้าหน้าที่รับเรื่อง = case officer; แบบฟอร์ม = form; คำร้อง = formal request / petition,Read common Thai text-message style without over-translating every particle.|Recognize casual online shorthand and implied meaning.|Reply in simple casual Thai chat style without losing clarity.|,Digital shorthand and casual texting Thai.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks. spaced-review: อะ
M16-L002,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy","Comments, Reactions, and Engagement",draft,Learner can read and write simple comments and reactions online.,Learner can recycle recent vocabulary while using reaction framing in short controlled output.,comment language,reaction framing,คอมเมนต์ = comment; กดไลก์ = press like; แชร์ = share; ติดตาม = follow; น่าดู = looks worth watching; ชอบมาก = like a lot; จริงมาก = so true; เห็นด้วยสุดๆ = strongly agree; ขอบคุณที่แชร์ = thanks for sharing,จริงมากเลย = so true; ขอบคุณที่แชร์นะ = thanks for sharing; น่าดูมาก = looks very good,จ้า = friendly particle; เด้อ = regional-friendly particle; 555 = Thai texting laughter; เดี๋ยวค่อยคุย = talk later,Read social-media comment language and reactions.|Recognize positive engagement and supportive online tone.|Write short comments and reactions in natural Thai.|,Comment and engagement language online.,,Primary pattern lesson. Keep output controlled and highly scaffolded. spaced-review: ติดตาม
M16-L003,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Entertainment and Pop-Culture Talk,draft,"Learner can talk about shows, music, actors, creators, and what you enjoy watching.",Learner can recycle recent vocabulary while using evaluation language in short controlled output.,entertainment nouns,evaluation language,ซีรีส์ = series; ละคร = drama; นักแสดง = actor / actress; นักร้อง = singer; ตอนล่าสุด = latest episode; เนื้อเรื่อง = plot; เพลงประกอบ = soundtrack; ตลกดี = quite funny; น่าติดตาม = engaging,ตอนล่าสุดสนุกมาก = the latest episode was very fun; เนื้อเรื่องเข้มข้น = the plot is intense; เพลงประกอบเพราะมาก = the soundtrack is very nice,555 = Thai texting laughter; เดี๋ยวค่อยคุย = talk later; คอมเมนต์ = comment; กดไลก์ = press like; แชร์ = share; ติดตาม = follow,"Read entertainment-review language in Thai.|Recognize how Thai speakers evaluate media casually.|Talk about a show, song, or creator you like.|",Entertainment preferences and evaluation.,,Primary pattern lesson. Expand range while reusing lesson 1-2 vocabulary.
M16-L004,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",News-Lite and Current Topics,draft,Learner can follow light current-affairs language without needing full formal news Thai.,Learner can recycle recent vocabulary while using summary and reaction in short controlled output.,news-lite vocabulary,summary and reaction,สถานการณ์ = situation; รายงาน = report; ประเด็นร้อน = hot topic; ผู้คน = people; กระแส = trend / buzz; ผลกระทบ = impact; เกี่ยวกับ = about / related to; นโยบาย = policy; ประกาศล่าสุด = latest announcement,ตอนนี้มีประเด็นร้อนเรื่อง... = there is a hot topic right now about...; รายงานล่าสุดบอกว่า... = the latest report says...; มีผลกระทบกับคนจำนวนมาก = it affects many people,แชร์ = share; ติดตาม = follow; ซีรีส์ = series; ละคร = drama; นักแสดง = actor / actress; นักร้อง = singer,Read lighter current-affairs Thai with key topic words.|Recognize gist-level news language and public-topic framing.|Summarize a simple current topic in Thai.|,News-lite comprehension and summary.,,Vocabulary system lesson. Widen usable lexicon without adding major new complexity. spaced-review: สถานการณ์ spaced-review: ผลกระทบ
M16-L005,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Festivals and Cultural Events,draft,Learner can talk about Thai festivals and what people do during them.,Learner can recycle recent vocabulary while using cultural activity description in short controlled output.,festival vocabulary,cultural activity description,เทศกาล = festival; สงกรานต์ = Songkran; ลอยกระทง = Loy Krathong; ทำบุญ = make merit; ไหว้พระ = pay respect at a temple; ครอบครัวรวมตัว = family gathers; ประเพณี = tradition; บรรยากาศ = atmosphere; เฉลิมฉลอง = celebrate,ช่วงสงกรานต์คนกลับบ้าน = during Songkran people go back home; เป็นประเพณีไทย = it is a Thai tradition; บรรยากาศคึกคักมาก = the atmosphere is very lively,นักแสดง = actor / actress; นักร้อง = singer; สถานการณ์ = situation; รายงาน = report; ประเด็นร้อน = hot topic; ผู้คน = people,Read festival and tradition vocabulary in Thai.|Recognize cultural-event descriptions and seasonal references.|Describe a Thai festival and its atmosphere.|,Festival and cultural-event language.,,Vocabulary system lesson. Contrast and sort related items for fast retrieval.
M16-L006,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy","Etiquette, Respect, and Social Norms",draft,Learner can talk about appropriate behavior and social expectations in Thai settings.,Learner can recycle recent vocabulary while using norm and appropriateness in short controlled output.,etiquette language,norm and appropriateness,มารยาท = etiquette; เหมาะสม = appropriate; ไม่สุภาพ = impolite; เกรงใจ = consideration / deference; ให้เกียรติ = show respect; วัฒนธรรม = culture; ระวังคำพูด = watch your words; สถานการณ์นั้น = that situation; สมควร = should / proper,ควรให้เกียรติผู้ใหญ่ = you should show respect to elders; แบบนี้ไม่สุภาพ = this is impolite; ต้องดูสถานการณ์ด้วย = you also have to consider the situation,ประเด็นร้อน = hot topic; ผู้คน = people; เทศกาล = festival; สงกรานต์ = Songkran; ลอยกระทง = Loy Krathong; ทำบุญ = make merit,Read etiquette and social-norm language in Thai.|Recognize advice about respectful behavior in context.|Discuss what is appropriate or inappropriate in a situation.|,Etiquette and social-norm discussion.,,Integration lesson. Fold prior vocabulary into short reading and speaking turns. spaced-review: เหมาะสม
M16-L007,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",LINE and Social: Digital Thai Register,draft,"You can read and write LINE / IG / TikTok messages in natural Thai: particle-heavy, abbreviated, and with the right emoji-adjacent slang.",You can decode the most common chat abbreviations (555 / งับ / มะ / จ้า / อ่ะ / นะคะ) and use them without sounding off.,"digital / chat register: spelling shortcuts, particle stacking, emoji-adjacent markers",code-switching between LINE-chat and spoken polite Thai,สแลง = slang; วัยรุ่น = teen / youth; เป็นกันเอง = casual / familiar; แรงไป = too strong; เหมาะกับเพื่อน = okay with friends; ไม่เหมาะกับงาน = not suitable for work; ทางการ = formal; หลุดปาก = slip out; ระวังใช้ = be careful using,คำนี้เป็นสแลง = this word is slang; เหมาะกับเพื่อนมากกว่า = better suited to friends; ไม่เหมาะกับที่ทำงาน = not suitable for the workplace,ลอยกระทง = Loy Krathong; ทำบุญ = make merit; มารยาท = etiquette; เหมาะสม = appropriate; ไม่สุภาพ = impolite; เกรงใจ = consideration / deference,"Read discussion of slang and register choice in Thai.|Recognize when a word sounds casual, strong, or inappropriate for a setting.|Explain why you would or would not use certain slang.|",write 8 chat replies in register from prompt scenarios; decode 6 received messages back to standard Thai,,"Integration lesson. Push recall with slightly longer turns and lighter support. W2a-shell: old 'Slang Awareness and Register Control' split: digital slang owned here, general slang recognition absorbed into M16-L008"
M16-L008,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Reading Online Posts and Threads,draft,Learner can read longer social or informational posts and identify the key message.,Learner can recycle recent vocabulary while using thread comprehension in short controlled output.,online post reading,thread comprehension,โพสต์ = post; เธรด = thread; ประเด็นหลัก = main point; สรุปใจความ = summarize the gist; ความคิดเห็นใต้โพสต์ = comments under the post; เนื้อหา = content; ยาวหน่อย = a bit long; เลื่อนอ่าน = scroll and read; เข้าใจคร่าวๆ = understand roughly,สรุปใจความของโพสต์ = summarize the post; เลื่อนอ่านความคิดเห็น = scroll and read the comments; เข้าใจคร่าวๆ ก่อน = understand the rough meaning first,ไม่สุภาพ = impolite; เกรงใจ = consideration / deference; สแลง = slang; วัยรุ่น = teen / youth; เป็นกันเอง = casual / familiar; แรงไป = too strong,Read longer online Thai beyond one-line messages.|Recognize the main point of a post without understanding every single word.|Summarize an online post and mention the key reactions.|,Online-post reading and gist extraction.,,"Listening lesson. Focus on recognition in connected, more natural speech. spaced-review: สรุปใจความ"
M16-L009,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Culture and Media Discussion Scenario,draft,"Learner can combine media opinion, etiquette, and cultural explanation in one discussion.",Learner can recycle recent vocabulary while using topic-shifting across media and culture in short controlled output.,integrated discussion,topic-shifting across media and culture,ค่านิยม = value / social value; สะท้อน = reflect; ภาพลักษณ์ = image; มุมมองสังคม = social perspective; เชื่อมโยงกับ = connect with; ตีความ = interpret; ร่วมสมัย = contemporary; ดั้งเดิม = traditional; แง่มุม = aspect / angle,สะท้อนค่านิยมของสังคม = reflect social values; มีทั้งแง่ดีและแง่ลบ = there are both positive and negative sides; เชื่อมโยงกับวัฒนธรรมไทย = connect with Thai culture,เป็นกันเอง = casual / familiar; แรงไป = too strong; โพสต์ = post; เธรด = thread; ประเด็นหลัก = main point; สรุปใจความ = summarize the gist,"Read integrated discussion prompts about culture and media.|Follow a broader conversation linking media, behavior, and social meaning.|Discuss a culture/media topic with examples and opinions.|",Integrated media and cultural discussion.,,Scenario production lesson. Require active use under realistic constraints.
M16-L010,M16,S4,B2,"Media, Digital Thai, and Cultural Literacy",Module 16 Recap and Quiz,draft,"Learner can consolidate media, digital Thai, and cultural literacy before more professional and abstract discussion.",Learner can recycle recent vocabulary while using gist and reaction retrieval in short controlled output.,mixed media review,gist and reaction retrieval,สื่อออนไลน์ = online media; การสื่อสารดิจิทัล = digital communication; กระแสสังคม = social trend; ประเพณีร่วมสมัย = contemporary tradition; การตีความ = interpretation; มารยาทออนไลน์ = online etiquette; ภาษาพูดในเน็ต = internet spoken language; สรุปประเด็น = summarize the point; มุมมองวัฒนธรรม = cultural perspective,สรุปประเด็นของโพสต์ = summarize the point of the post; แสดงความคิดเห็นต่อสื่อ = comment on the media; เชื่อมโยงกับมุมมองวัฒนธรรม = link it to a cultural perspective,ประเด็นหลัก = main point; สรุปใจความ = summarize the gist; ค่านิยม = value / social value; สะท้อน = reflect; ภาพลักษณ์ = image; มุมมองสังคม = social perspective,"Read mixed prompts covering online language, media, news-lite, and culture.|Recognize a broad range of digital and cultural vocabulary from lessons 1-9.|Complete short reading and discussion tasks before the module quiz.|","Module-wide review of media, digital Thai, and cultural literacy.",,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards."
M17-L001,M17,S4,B2,Professional Communication and Abstract Topics,Goals and Long-Term Plans,draft,"Learner can describe goals, priorities, and long-term plans in a more structured way.",Learner can recycle recent vocabulary while using priority language in short controlled output.,goal framing,priority language,เป้าหมาย = goal; ระยะยาว = long term; ระยะสั้น = short term; ลำดับความสำคัญ = priority; พัฒนา = develop / improve; เติบโต = grow; ทิศทาง = direction; มุ่งเน้น = focus on; บรรลุ = achieve,เป้าหมายระยะยาวคือ... = the long-term goal is...; ตอนนี้มุ่งเน้นเรื่อง... = right now I am focusing on...; อยากบรรลุเป้าหมายนี้ = I want to achieve this goal,โพสต์ = post; เธรด = thread; ค่านิยม = value / social value; สะท้อน = reflect; สื่อออนไลน์ = online media; การสื่อสารดิจิทัล = digital communication,Read goal-setting and planning language in Thai.|Recognize how Thai speakers structure medium- and long-term plans.|Explain your priorities and goals with clearer organization.|,Goal and priority language for B2 discussion.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks. spaced-review: ระยะยาว spaced-review: ทิศทาง
M17-L002,M17,S4,B2,Professional Communication and Abstract Topics,"Learning, Progress, and Skills",draft,"Learner can talk about learning strategies, progress, and skill gaps.",Learner can recycle recent vocabulary while using progress evaluation in short controlled output.,learning-process language,progress evaluation,ความคืบหน้า = progress; ทักษะ = skill; จุดอ่อน = weak point; จุดแข็ง = strength; ฝึกฝน = practice / train; พัฒนาได้ = can improve; ชำนาญ = proficient; ยังขาด = still lacking; วิธีเรียน = study method,จุดอ่อนตอนนี้คือ... = my weak point right now is...; ต้องฝึกฝนเพิ่ม = need more practice; วิธีเรียนนี้ได้ผล = this study method works,เป้าหมาย = goal; ระยะยาว = long term; ระยะสั้น = short term; ลำดับความสำคัญ = priority,"Read language about progress, strengths, and learning methods.|Recognize self-evaluation and improvement talk in speech.|Discuss how you are improving and what still needs work.|",Learning-process and skill-development language.,,Primary pattern lesson. Keep output controlled and highly scaffolded. spaced-review: ยังขาด
M17-L003,M17,S4,B2,Professional Communication and Abstract Topics,Meetings and Collaboration,draft,"Learner can talk about meetings, roles, and coordination with others.",Learner can recycle recent vocabulary while using collaboration verbs in short controlled output.,meeting language,collaboration verbs,ประชุมทีม = team meeting; ประสานงาน = coordinate; เสนอ = propose; แบ่งงาน = divide tasks; ความคิดเห็นร่วม = shared view; สรุปงาน = summarize work; ติดขัด = stuck / blocked; ร่วมมือ = cooperate; ประเด็นค้าง = open issue,ขอสรุปงานสั้นๆ = let me summarize the work briefly; ต้องประสานงานกับทีมอื่น = need to coordinate with another team; ยังมีประเด็นค้างอยู่ = there are still open issues,ระยะสั้น = short term; ลำดับความสำคัญ = priority; ความคืบหน้า = progress; ทักษะ = skill; จุดอ่อน = weak point; จุดแข็ง = strength,Read collaboration and meeting-management vocabulary in Thai.|Recognize coordination talk and unresolved-issue language.|Take part in a simple professional discussion about team tasks.|,Meeting and collaboration language.,,Primary pattern lesson. Expand range while reusing lesson 1-2 vocabulary.
M17-L004,M17,S4,B2,Professional Communication and Abstract Topics,Workplace Problems and Tradeoffs,draft,"Learner can discuss constraints, tradeoffs, and practical decisions at work.",Learner can recycle recent vocabulary while using tradeoff framing in short controlled output.,constraint language,tradeoff framing,ข้อจำกัด = constraint; ทรัพยากร = resources; งบประมาณ = budget; เวลาไม่พอ = not enough time; ความเสี่ยง = risk; คุ้มไหม = is it worth it?; แลกกับ = trade off with; ทางเลือก = option; ผลดีผลเสีย = pros and cons,มีข้อจำกัดเรื่องเวลา = there is a time constraint; ต้องชั่งน้ำหนักข้อดีข้อเสีย = we have to weigh the pros and cons; คุ้มไหมถ้าจะทำแบบนี้ = is it worth doing it this way?,จุดอ่อน = weak point; จุดแข็ง = strength; ประชุมทีม = team meeting; ประสานงาน = coordinate; เสนอ = propose; แบ่งงาน = divide tasks,Read tradeoff and constraint vocabulary in Thai.|Recognize how people discuss options under limited resources.|Explain a workplace tradeoff and defend a choice.|,Tradeoff language for professional discussion.,,Vocabulary system lesson. Widen usable lexicon without adding major new complexity.
M17-L005,M17,S4,B2,Professional Communication and Abstract Topics,"Pros, Cons, and Recommendations",draft,Learner can compare options and recommend one with stronger support.,Learner can recycle recent vocabulary while using pros/cons summary in short controlled output.,recommendation structure,pros/cons summary,ข้อเสนอ = proposal; คำแนะนำ = recommendation; เหมาะกว่า = more suitable; ประหยัด = economical / save; มีประสิทธิภาพ = efficient; สะดวกกว่า = more convenient; เสี่ยงน้อยกว่า = less risky; ตอบโจทย์ = meet the need; ค่อนข้าง = fairly / rather,ตัวเลือกนี้ตอบโจทย์กว่า = this option meets the need better; เสี่ยงน้อยกว่า = it is less risky; ขอแนะนำแบบนี้ = I would recommend this approach,เสนอ = propose; แบ่งงาน = divide tasks; ข้อจำกัด = constraint; ทรัพยากร = resources; งบประมาณ = budget; เวลาไม่พอ = not enough time,Read recommendation language and evaluative comparison in Thai.|Recognize how speakers justify one option over another.|Recommend an option with clearer supporting points.|,Recommendation and evaluation language.,,Vocabulary system lesson. Contrast and sort related items for fast retrieval. spaced-review: คำแนะนำ
M17-L006,M17,S4,B2,Professional Communication and Abstract Topics,Persuasion and Influencing Politely,draft,Learner can persuade someone without sounding too aggressive.,Learner can recycle recent vocabulary while using soft influence language in short controlled output.,persuasive framing,soft influence language,โน้มน้าว = persuade; ลองพิจารณา = please consider; มีเหตุผล = reasonable; น่าเชื่อถือ = credible; ส่งเสริม = support / promote; ประโยชน์ระยะยาว = long-term benefit; เห็นภาพ = see the picture; น่าจะเหมาะ = would probably suit; ช่วยให้ = help to,ลองพิจารณาดูนะ = please consider it; จะช่วยให้ทำงานง่ายขึ้น = it will help make work easier; มีประโยชน์ระยะยาว = it has long-term benefits,งบประมาณ = budget; เวลาไม่พอ = not enough time; ข้อเสนอ = proposal; คำแนะนำ = recommendation; เหมาะกว่า = more suitable; ประหยัด = economical / save,Read polite persuasion language that avoids sounding too forceful.|Recognize persuasive moves and benefit framing in Thai.|Make a polite case for a recommendation.|,Persuasion with tact and benefit framing.,,Integration lesson. Fold prior vocabulary into short reading and speaking turns. spaced-review: น่าเชื่อถือ
M17-L007,M17,S4,B2,Professional Communication and Abstract Topics,Hypotheticals and What-If Thinking,draft,Learner can talk about what might happen under different conditions.,Learner can recycle recent vocabulary while using possible outcome framing in short controlled output.,if / hypothetical language,possible outcome framing,สมมติว่า = suppose that; ถ้าเกิดว่า = if it happens that; กรณีนี้ = in this case; เป็นไปได้ว่า = it is possible that; ทางเลือกสำรอง = backup option; ผลที่ตามมา = consequence; เตรียมรับมือ = prepare to handle; เผื่อ = in case; สถานการณ์สมมติ = hypothetical situation,สมมติว่าเวลาน้อยลง = suppose we have less time; เผื่อเกิดปัญหา = in case a problem occurs; ผลที่ตามมาคือ... = the consequence would be...,เหมาะกว่า = more suitable; ประหยัด = economical / save; โน้มน้าว = persuade; ลองพิจารณา = please consider; มีเหตุผล = reasonable; น่าเชื่อถือ = credible,Read hypothetical and contingency language in Thai.|Recognize conditional thinking and possible-outcome framing.|Discuss a what-if scenario with plausible next steps.|,Hypothetical and contingency language.,,Integration lesson. Push recall with slightly longer turns and lighter support.
M17-L008,M17,S4,B2,Professional Communication and Abstract Topics,Short Presentations and Structured Speaking,draft,"Learner can organize a short presentation with clear opening, body, and close.",Learner can recycle recent vocabulary while using signposting language in short controlled output.,presentation structure,signposting language,หัวข้อหลัก = main topic; ประเด็นแรก = first point; ต่อไป = next; สรุปท้าย = final summary; ขอสรุป = let me summarize; โดยรวมแล้ว = overall; สิ่งที่อยากเน้น = what I want to emphasize; คำถามเพิ่มเติม = further questions; นำเสนอ = present,ประเด็นแรกคือ... = the first point is...; สิ่งที่อยากเน้นคือ... = what I want to emphasize is...; ขอสรุปท้ายสั้นๆ = let me close with a short summary,มีเหตุผล = reasonable; น่าเชื่อถือ = credible; สมมติว่า = suppose that; ถ้าเกิดว่า = if it happens that; กรณีนี้ = in this case; เป็นไปได้ว่า = it is possible that,Read signposting language for structured speaking.|Recognize how a Thai speaker signals movement through a presentation.|Give a short structured spoken presentation.|,Presentation signposting and structure.,,"Listening lesson. Focus on recognition in connected, more natural speech."
M17-L009,M17,S4,B2,Professional Communication and Abstract Topics,Professional Discussion Scenario,draft,"Learner can combine goals, tradeoffs, persuasion, and hypotheticals in a realistic discussion.",Learner can recycle recent vocabulary while using extended interaction in short controlled output.,integrated professional discussion,extended interaction,เป้าหมายร่วม = shared goal; มุมมองที่ต่างกัน = different perspectives; ข้อสรุป = conclusion; ความเป็นไปได้ = feasibility; แนวทางที่เสนอ = the proposed approach; ข้อกังวล = concern; ประเด็นสำคัญ = key issue; ข้อสังเกต = observation; เห็นพ้อง = agree together,ข้อกังวลหลักคือ... = the main concern is...; แนวทางที่เสนอมีข้อดีคือ... = the proposed approach has the advantage that...; เราพอจะเห็นพ้องกันได้ไหม = can we reach agreement?,กรณีนี้ = in this case; เป็นไปได้ว่า = it is possible that; หัวข้อหลัก = main topic; ประเด็นแรก = first point; ต่อไป = next; สรุปท้าย = final summary,Read integrated professional-discussion prompts in Thai.|Follow a longer exchange with differing perspectives and recommendations.|Perform a structured professional discussion on a familiar topic.|,Integrated professional and abstract discussion performance.,,Scenario production lesson. Require active use under realistic constraints.
M17-L010,M17,S4,B2,Professional Communication and Abstract Topics,Module 17 Recap and Quiz,draft,Learner can consolidate professional and abstract discussion Thai before final B2 capstone work.,Learner can recycle recent vocabulary while using argument and scenario retrieval in short controlled output.,mixed professional review,argument and scenario retrieval,การวางแผน = planning; ความเป็นไปได้ = feasibility; การตัดสินใจ = decision-making; มุมมองทางอาชีพ = professional perspective; การโน้มน้าว = persuasion; สถานการณ์สมมติ = hypothetical situation; ข้อเสนอแนะ = suggestion / recommendation; จุดเน้น = focus point; สรุปข้อเสนอ = summarize the proposal,สรุปข้อเสนอให้ชัด = summarize the proposal clearly; เปรียบเทียบทางเลือกหลัก = compare the main options; อธิบายสถานการณ์สมมติ = explain the hypothetical situation,ต่อไป = next; สรุปท้าย = final summary; เป้าหมายร่วม = shared goal; มุมมองที่ต่างกัน = different perspectives; ข้อสรุป = conclusion; ความเป็นไปได้ = feasibility,"Read mixed prompts focused on work, goals, options, and persuasion.|Recognize abstract and professional Thai across lessons 1-9.|Complete short presentation and discussion tasks before the module quiz.|",Module-wide review of professional communication and abstract topics.,,"Recap lesson. Consolidate the module, route into module quiz, and tag flashcards. spaced-review: ความเป็นไปได้ spaced-review: สถานการณ์สมมติ"
M18-L001,M18,S4,B2,B2 Consolidation and Capstones,Review Systems and Weak-Point Mapping,draft,Learner can identify weak areas and choose a review strategy based on actual performance.,Learner can recycle recent vocabulary while using review strategy framing in short controlled output.,self-diagnosis language,review strategy framing,จุดที่ต้องพัฒนา = area to improve; ทบทวนซ้ำ = review again; แม่นยำ = accuracy; คล่องแคล่ว = fluency; เข้าใจรวม = overall understanding; วางแผนทบทวน = plan review; จัดลำดับ = prioritize; ประเมินตัวเอง = self-assess; เป้าหมายถัดไป = next goal,จุดที่ต้องพัฒนาคือ... = the area I need to improve is...; วางแผนทบทวนใหม่ = make a new review plan; เป้าหมายถัดไปคือ... = the next goal is...,หัวข้อหลัก = main topic; ประเด็นแรก = first point; เป้าหมายร่วม = shared goal; มุมมองที่ต่างกัน = different perspectives; การวางแผน = planning; ความเป็นไปได้ = feasibility,"Read self-assessment and review-planning language.|Recognize how to talk about strengths, weaknesses, and priorities in Thai.|State what still needs work and how you will review it.|",Self-assessment and review-planning language.,,Entry dialogue lesson. Seed the module's central real-world situation with high-utility chunks.
M18-L002,M18,S4,B2,B2 Consolidation and Capstones,Extended Social Roleplay,draft,"Learner can sustain a longer social interaction with opinions, emotions, and planning.",Learner can recycle recent vocabulary while using topic linking in short controlled output.,extended roleplay management,topic linking,ต่อบท = continue the scene; ชวนคุย = keep the conversation going; ตอบรับดี = respond positively; เปลี่ยนหัวข้อ = change the topic; ทิ้งท้าย = close the exchange; เป็นธรรมชาติ = natural; ต่อยอด = build on; รับมุก = play along; เว้นจังหวะ = pause naturally,เปลี่ยนหัวข้ออย่างลื่น = shift topics smoothly; คุยต่อยอดได้ = can build on the conversation; ทิ้งท้ายดีๆ = end it nicely,จุดที่ต้องพัฒนา = area to improve; ทบทวนซ้ำ = review again; แม่นยำ = accuracy; คล่องแคล่ว = fluency,Read roleplay-control language used in speaking practice.|Recognize natural turn-taking and topic-shifting in extended social Thai.|Hold a longer social conversation without collapsing into one-word answers.|,Extended social performance and topic management.,,Primary pattern lesson. Keep output controlled and highly scaffolded.
